STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,NEW_DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,WESD,WESF,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,WT09,WT01,WT02,WT06,WT11,WT04,WT08
GHCND:USC00301309,CENTERPORT NY US,9.1,40.8838,-73.3722,20160204,2016-02-04,0.79,0,0,NA,56,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
GHCND:USC00281335,CANOE BROOK NJ US,54.9,40.7436,-74.3539,20160204,2016-02-04,1.1,0,0,NA,56,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0010,RIVER VALE TWP 1.5 S NJ US,9.4,40.9915,-74.0123,20160204,2016-02-04,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,17.7,40.7915,-74.1398,20160204,2016-02-04,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0017,GLEN ROCK 0.7 SSE NJ US,28,40.9511,-74.1183,20160204,2016-02-04,0.73,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0018,PALISADES PARK 0.2 WNW NJ US,21.3,40.8481,-74.0002,20160204,2016-02-04,0.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0078,BOONTON 0.7 WSW NJ US,149,40.9005,-74.4164,20160204,2016-02-04,0.97,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00283704,HARRISON NJ US,7.3,40.7481,-74.152,20160204,2016-02-04,0.81,0,0,NA,56,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160204,2016-02-04,0,0,0,NA,59,44,NA,NA,5.8,20,20,14.1,21,NA,NA,1,NA,NA,NA,NA,NA
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20160204,2016-02-04,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYQN0002,MIDDLE VILLAGE 0.5 SW NY US,32.3,40.7145,-73.8819,20160204,2016-02-04,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0060,MATAWAN 1.1 WSW NJ US,21.3,40.4057,-74.2549,20160204,2016-02-04,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0010,EATONTOWN 1.2 NE NJ US,12.8,40.3034,-74.04,20160204,2016-02-04,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0014,LYNBROOK 0.3 NW NY US,7,40.6623,-73.678,20160204,2016-02-04,0.49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0012,COLTS NECK TWP 2.4 NW NJ US,32.6,40.3204,-74.1927,20160204,2016-02-04,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054743,CALDWELL ESSEX CO AIRPORT NJ US,52.7,40.87639,-74.28306,20160204,2016-02-04,0,NA,NA,NA,56,43,NA,NA,3.8,320,340,16.1,27.1,718,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054787,FARMINGDALE REPUBLIC AIRPORT NY US,24.7,40.73417,-73.41694,20160204,2016-02-04,0.09,NA,NA,NA,55,41,NA,NA,8.3,340,330,17,23.9,905,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYWC0003,WHITE PLAINS 3.1 NNW NY US,71,41.0639,-73.7722,20160205,2016-02-05,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00280907,BOONTON 1 SE NJ US,85.3,40.8917,-74.3962,20160205,2016-02-05,0.13,2,1.5,NA,52,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20160205,2016-02-05,0.6,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0005,HAWTHORNE 0.4 S NJ US,25.6,40.9519,-74.1577,20160205,2016-02-05,0.13,0.2,0.2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0029,OAKLAND 0.2 WNW NJ US,73.8,41.0328,-74.245,20160205,2016-02-05,0.33,2.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0048,LONG BRANCH 0.5 W NJ US,7.9,40.297,-74.0015,20160205,2016-02-05,0.53,1,1,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,13.4,40.3622,-74.0833,20160205,2016-02-05,0.58,1.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20160205,2016-02-05,0.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014732,LA GUARDIA AIRPORT NY US,3.4,40.77944,-73.88028,20160205,2016-02-05,0.35,1.2,2.4,39,44,32,NA,NA,17,320,350,28,38,NA,NA,1,NA,NA,NA,1,NA
GHCND:US1NJUN0017,CRANFORD TWP 1.1 NNW NJ US,21.9,40.6722,-74.3096,20160205,2016-02-05,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014734,NEWARK LIBERTY INTERNATIONAL AIRPORT NJ US,2.1,40.6825,-74.16944,20160205,2016-02-05,0.48,1.2,2.8,38,43,31,NA,NA,12.5,290,310,25.9,31.1,NA,NA,1,NA,NA,NA,1,NA
GHCND:US1NJUN0014,WESTFIELD 0.6 NE NJ US,36.3,40.6588,-74.3358,20160205,2016-02-05,0.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0007,FLORAL PARK 0.4 W NY US,24.1,40.723,-73.711,20160205,2016-02-05,0.82,3.5,3.5,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0010,NEW PROVIDENCE 0.8 ESE NJ US,113.1,40.6945,-74.3898,20160205,2016-02-05,NA,5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0024,CEDAR GROVE TWP 0.4 W NJ US,108.5,40.8557,-74.2356,20160205,2016-02-05,0.5,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,27.1,40.9614,-74.1328,20160205,2016-02-05,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0002,KEARNY 1.7 NW NJ US,29,40.7729,-74.1409,20160205,2016-02-05,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0014,MADISON 0.5 ESE NJ US,67.7,40.7556,-74.4098,20160205,2016-02-05,0.41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0001,HARRISON 0.3 N NJ US,6.4,40.748,-74.1518,20160205,2016-02-05,0.28,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0059,MADISON 0.8 WSW NJ US,108.8,40.7524,-74.4297,20160205,2016-02-05,0.39,3.3,3.3,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0012,LITTLE FALLS TWP 0.5 WNW NJ US,58.5,40.8796,-74.227,20160205,2016-02-05,0.47,3.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0002,STATEN ISLAND 1.4 SE NY US,21.9,40.5674,-74.1327,20160205,2016-02-05,0.57,2,1.9,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0011,BOONTON 0.6 NW NJ US,188.7,40.9096,-74.4141,20160205,2016-02-05,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0001,STATEN ISLAND 4.5 SSE NY US,10.7,40.5421,-74.1476,20160205,2016-02-05,0.64,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0014,HAWTHORNE 1.0 SSE NJ US,18,40.9436,-74.1523,20160205,2016-02-05,0.27,2.4,2.4,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYSF0041,EAST FARMINGDALE 0.9 W NY US,20.7,40.7279,-73.4341,20160205,2016-02-05,0.52,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094741,TETERBORO AIRPORT NJ US,2.7,40.85,-74.06139,20160205,2016-02-05,0.3,NA,NA,NA,43,30,NA,NA,9.8,310,320,21.9,29.1,1643,NA,1,1,NA,NA,NA,1
GHCND:US1NJES0018,MAPLEWOOD TWP 0.9 SE NJ US,72.5,40.7237,-74.2598,20160205,2016-02-05,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRL0005,WEST NYACK 1.3 WSW NY US,81.7,41.0835,-73.993,20160205,2016-02-05,0.55,3.5,3.5,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0019,WEST CALDWELL TWP 1.3 NE NJ US,81.4,40.8615,-74.2775,20160205,2016-02-05,0.45,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094745,WESTCHESTER CO AIRPORT NY US,115.5,41.06694,-73.7075,20160205,2016-02-05,0.11,NA,NA,NA,41,30,NA,NA,16.6,310,300,28,33.1,1555,NA,1,1,NA,NA,NA,1
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.63861,-73.76222,20160205,2016-02-05,0.76,1.2,4.6,39,43,32,NA,NA,17.2,360,340,29.1,36,NA,NA,1,1,NA,NA,1,NA
GHCND:USC00289187,WANAQUE RAYMOND DAM NJ US,74.7,41.0444,-74.2933,20160205,2016-02-05,0.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,109.4,41.0253,-74.2236,20160205,2016-02-05,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00066655,PUTNAM LAKE CT US,91.4,41.0825,-73.6386,20160205,2016-02-05,0.15,0,0,NA,56,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,16.8,40.9027,-74.0834,20160205,2016-02-05,0.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,21.6,40.9147,-73.9775,20160205,2016-02-05,0.41,2.5,2.5,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0049,FLORHAM PARK 0.2 WNW NJ US,62.5,40.778,-74.3992,20160205,2016-02-05,0.4,2.6,2.6,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0069,LONG BRANCH 1.7 SSW NJ US,9.4,40.2754,-74.006,20160205,2016-02-05,0.6,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0062,OLD BRIDGE TWP 5.1 NE NJ US,7.6,40.4562,-74.2413,20160205,2016-02-05,0.67,2,2,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0022,RINGWOOD 3.0 SSE NJ US,185.9,41.0653,-74.2571,20160205,2016-02-05,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0025,BLOOMINGDALE 0.7 SSE NJ US,110.3,41.0202,-74.3289,20160205,2016-02-05,0.06,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0040,CHATHAM 0.6 NW NJ US,58.8,40.7481,-74.3908,20160205,2016-02-05,0.41,2.2,2.2,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00282023,CRANFORD NJ US,22.9,40.66694,-74.32306,20160205,2016-02-05,0.46,0,3,NA,44,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00301309,CENTERPORT NY US,9.1,40.8838,-73.3722,20160205,2016-02-05,NA,2,2.6,NA,53,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
GHCND:USC00281335,CANOE BROOK NJ US,54.9,40.7436,-74.3539,20160205,2016-02-05,0.43,3,3.4,NA,52,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0015,NORTH ARLINGTON 0.7 WNW NJ US,17.7,40.7915,-74.1398,20160205,2016-02-05,0.16,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0017,GLEN ROCK 0.7 SSE NJ US,28,40.9511,-74.1183,20160205,2016-02-05,0.25,3,2.9,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0018,PALISADES PARK 0.2 WNW NJ US,21.3,40.8481,-74.0002,20160205,2016-02-05,0.54,3.6,3.6,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00283704,HARRISON NJ US,7.3,40.7481,-74.152,20160205,2016-02-05,0.28,2,2,NA,55,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,39.6,40.77889,-73.96917,20160205,2016-02-05,0.53,1.2,2.5,NA,44,31,NA,NA,8.3,310,300,17,29.1,NA,NA,1,1,NA,NA,NA,1
GHCND:US1NJMN0051,RUMSON 0.5 NE NJ US,14.9,40.3671,-73.9979,20160205,2016-02-05,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYQN0002,MIDDLE VILLAGE 0.5 SW NY US,32.3,40.7145,-73.8819,20160205,2016-02-05,0.62,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0060,MATAWAN 1.1 WSW NJ US,21.3,40.4057,-74.2549,20160205,2016-02-05,0.2,3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0010,EATONTOWN 1.2 NE NJ US,12.8,40.3034,-74.04,20160205,2016-02-05,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0014,LYNBROOK 0.3 NW NY US,7,40.6623,-73.678,20160205,2016-02-05,NA,2,2.1,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0012,COLTS NECK TWP 2.4 NW NJ US,32.6,40.3204,-74.1927,20160205,2016-02-05,0.66,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054743,CALDWELL ESSEX CO AIRPORT NJ US,52.7,40.87639,-74.28306,20160205,2016-02-05,0.05,NA,NA,NA,43,27,NA,NA,4.9,330,300,21,29.1,1515,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00054787,FARMINGDALE REPUBLIC AIRPORT NY US,24.7,40.73417,-73.41694,20160205,2016-02-05,0.41,NA,NA,NA,42,27,NA,NA,11.4,360,360,23.9,35.1,917,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00280907,BOONTON 1 SE NJ US,85.3,40.8917,-74.3962,20160206,2016-02-06,0.09,1,NA,NA,40,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0043,WOODBRIDGE TWP 1.1 ESE NJ US,4,40.5554,-74.274,20160206,2016-02-06,0.07,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0005,HAWTHORNE 0.4 S NJ US,25.6,40.9519,-74.1577,20160206,2016-02-06,0.24,0.5,2.2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0029,OAKLAND 0.2 WNW NJ US,73.8,41.0328,-74.245,20160206,2016-02-06,0.03,1.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0048,LONG BRANCH 0.5 W NJ US,7.9,40.297,-74.0015,20160206,2016-02-06,0.16,4.5,3.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMN0006,RED BANK 1.3 NW NJ US,13.4,40.3622,-74.0833,20160206,2016-02-06,0.11,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0045,WOODBRIDGE TWP 1.1 NNE NJ US,21.6,40.5759,-74.2847,20160206,2016-02-06,0.48,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014732,LA GUARDIA AIRPORT NY US,3.4,40.77944,-73.88028,20160206,2016-02-06,0,1.2,0,36,40,32,NA,NA,8.7,320,320,17,21.9,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0017,CRANFORD TWP 1.1 NNW NJ US,21.9,40.6722,-74.3096,20160206,2016-02-06,0.32,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00014734,NEWARK LIBERTY INTERNATIONAL AIRPORT NJ US,2.1,40.6825,-74.16944,20160206,2016-02-06,0,1.2,0,33,41,25,NA,NA,7.2,200,200,15,18.1,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0014,WESTFIELD 0.6 NE NJ US,36.3,40.6588,-74.3358,20160206,2016-02-06,0.15,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYNS0007,FLORAL PARK 0.4 W NY US,24.1,40.723,-73.711,20160206,2016-02-06,0.54,7.2,9.5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJUN0010,NEW PROVIDENCE 0.8 ESE NJ US,113.1,40.6945,-74.3898,20160206,2016-02-06,NA,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMD0039,EAST BRUNSWICK TWP 3.3 NNE NJ US,16.2,40.4739,-74.4,20160206,2016-02-06,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0024,CEDAR GROVE TWP 0.4 W NJ US,108.5,40.8557,-74.2356,20160206,2016-02-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0037,GLEN ROCK 0.4 WNW NJ US,27.1,40.9614,-74.1328,20160206,2016-02-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0002,KEARNY 1.7 NW NJ US,29,40.7729,-74.1409,20160206,2016-02-06,0.38,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0014,MADISON 0.5 ESE NJ US,67.7,40.7556,-74.4098,20160206,2016-02-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJHD0001,HARRISON 0.3 N NJ US,6.4,40.748,-74.1518,20160206,2016-02-06,0.24,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0059,MADISON 0.8 WSW NJ US,108.8,40.7524,-74.4297,20160206,2016-02-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0012,LITTLE FALLS TWP 0.5 WNW NJ US,58.5,40.8796,-74.227,20160206,2016-02-06,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRC0002,STATEN ISLAND 1.4 SE NY US,21.9,40.5674,-74.1327,20160206,2016-02-06,0.18,NA,1.4,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0011,BOONTON 0.6 NW NJ US,188.7,40.9096,-74.4141,20160206,2016-02-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJPS0014,HAWTHORNE 1.0 SSE NJ US,18,40.9436,-74.1523,20160206,2016-02-06,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYSF0041,EAST FARMINGDALE 0.9 W NY US,20.7,40.7279,-73.4341,20160206,2016-02-06,0.55,9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094741,TETERBORO AIRPORT NJ US,2.7,40.85,-74.06139,20160206,2016-02-06,0,NA,NA,NA,40,24,NA,NA,5.4,210,200,15,19.9,1459,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0018,MAPLEWOOD TWP 0.9 SE NJ US,72.5,40.7237,-74.2598,20160206,2016-02-06,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NYRL0005,WEST NYACK 1.3 WSW NY US,81.7,41.0835,-73.993,20160206,2016-02-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJES0019,WEST CALDWELL TWP 1.3 NE NJ US,81.4,40.8615,-74.2775,20160206,2016-02-06,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094745,WESTCHESTER CO AIRPORT NY US,115.5,41.06694,-73.7075,20160206,2016-02-06,0,NA,NA,NA,38,21,NA,NA,3.8,310,310,15,18.1,138,NA,NA,NA,NA,NA,NA,NA
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,3.4,40.63861,-73.76222,20160206,2016-02-06,0,3.9,0,33,38,23,NA,NA,8.5,330,330,17,19.9,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00289187,WANAQUE RAYMOND DAM NJ US,74.7,41.0444,-74.2933,20160206,2016-02-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0030,OAKLAND 1.0 ESE NJ US,109.4,41.0253,-74.2236,20160206,2016-02-06,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:USC00066655,PUTNAM LAKE CT US,91.4,41.0825,-73.6386,20160206,2016-02-06,0,0,0,NA,54,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0002,SADDLE BROOK TWP 0.6 E NJ US,16.8,40.9027,-74.0834,20160206,2016-02-06,0.12,NA,1,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJBG0003,TENAFLY 1.3 W NJ US,21.6,40.9147,-73.9775,20160206,2016-02-06,0.05,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GHCND:US1NJMS0049,FLORHAM PARK 0.2 WNW NJ US,62.5,40.778,-74.3992,20160206,2016-02-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
